video_id,title,description,published_date,duration,view_count,like_count,comment_count,video_url,channel_name,channel_id,duration_seconds,days_since_published,engagement_rate,views_per_day,likes_per_view
EypBN1UOWG4,NYFA Student Spotlight: Kexin Xia “Lucy”,NYFA Student Kexin Via “Lucy” talks about their time in the New York Film Academy's BFA Acting for Film program.,2023-02-04 00:16:32+00:00,PT17M59S,1028,25,0,https://www.youtube.com/watch?v=EypBN1UOWG4,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,1079,1043,2.43,0.99,2.43
JdBmQ26pOgg,NYFA Student Spotlight: Yifan Chen,NYFA Student Yifan Chen talks about their time in the New York Film Academy's MA Filmmaking program.,2023-02-04 00:01:28+00:00,PT10M53S,377,7,0,https://www.youtube.com/watch?v=JdBmQ26pOgg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,653,1043,1.86,0.36,1.86
Vr4gwzxtAzE,The 20/20 Series with Mary Lou Belli,"In September 2022, we welcomed Emmy Award-winning Director Mary Lou Belli as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Mary Lou Belli is a two-time Emmy award-winning director spanning content across a 30-year career, including NCIS New Orleans, Black Lightning, Bull, Legacies, Station 19, Sweet Magnolias, Pitch, Monk, Famous In Love, Devious Maids, The Quad, American Woman, and Hart of Dixie as well as Disney’s The Secret of Sulphur Springs, Ms. Pat, Wizards of Waverly Place, Sister, Sister, Girlfriends, and The Game. Her short film, Straight Eye for the Gay Guy won “Best Mini-short” at the California Independent Film Fest where she also premiered I Heard Something, a thriller that went on to play festivals internationally. She has done ground-breaking work on web series and her award-winning short, America, played its 14th festival at The Hague and won ‘Best Short.’
Mary Lou served two terms as the Co-chair of the Women’s Steering Committee at the DGA where she also has served on the Western Director’s Council, presently she is on Leadership Council PAC and as an alternate to the National Board. She is an Honorary Board member of the Alliance of Women Directors and Advisory Board member of Women in Media, and long-time member of Women In Film as well as the Peer Group Executive Committee of the Academy of Television Arts & Sciences.
She has served as a judge and/or guest speaker for the CSU Media Arts Fest, a judge for the Miss America Outstanding Teen Pageant, a jury member at the Sapporo Short Festival, Newport Beach Film Fest, Regina International Film Festival, and The Voice awards, a lecturer at the Chautauqua Institute, and a panelist for Women In Film, the DGA, SAG, and AFTRA and the LA Times Festival of Books. She has been a guest artist at the International Thespian Festival for secondary school theatre where she gave workshops to thousands of teens and high school theatre teachers. Through her teaching, she supports many of the vibrant diversity programs including ABC/Disney, CBS, Sony, HBO Access, AFI’s Directing Workshop for Women, and Warner Bros. 
She is the co-author of four books: “The NEW Sitcom Career Book,” ""Acting for Young Actors,"" and “Directors Tell the Story” which she co-wrote with fellow DGA member Bethany Rooney. Her 4th book, ""Acting for the Screen"" was published by Focal Press in the Summer of 2019.

#NYFA #The2020Series #MaryLouBelli
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-02-03 20:11:44+00:00,PT39M19S,342,6,0,https://www.youtube.com/watch?v=Vr4gwzxtAzE,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2359,1044,1.75,0.33,1.75
4e0puMT6kpI,The 20/20 Series with Norman Buckley,"In October 2022, we welcomed TV Producing Director Norman Buckley as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Norman Buckley is a prolific director whose work spans various networks, genres, and styles. His credits include Pretty Little Liars, Charmed, In the Dark, Zoo, Quantico, Rizzoli and Isles, Chuck, Gossip Girl, and The OC. He was co-executive producer/producing director on the Netflix show Sweet Magnolias, a job he previously did on Pretty Little Liars: The Perfectionists.
His television movie The Pregnancy Project won Best Primetime Program (Special or Movie of the Week) and Best Actress (Alexa Vega) at the 2012 Imagen Awards. His episode of The OC “The Metamorphosis” was chosen by Entertainment Weekly magazine as one of the five best episodes of the series. His episode of Gossip Girl “The Handmaiden’s Tale” was chosen by Newsweek Magazine as one of the top ten television episodes of 2007.
Buckley began working in the industry as an assistant editor on the Oscar-nominated films Tender Mercies, Silkwood, and Places in the Heart. He continued editing for a number of years on many films, television series, and TV movies. He worked with many outstanding directors, including Bruce Beresford, Robert Benton, Mike Nichols, Rob Reiner, Michael Lindsay-Hogg, Richard Donner, J.S. Cardone, McG, Doug Liman, and Robert M. Young. He also learned the editing craft from some of the best film editors in the business, including Carol Littleton, Sam O'Steen, William Anderson, and Bob Leighton.
He worked as an editor on many independent films at the Sundance, Toronto, and Telluride film festivals, including Happy, Texas, which he also associate-produced. Beginning in 2000, Buckley edited several television pilots, all of which were picked up to series, which led to his regular work in television.
He has been nominated twice for an American Cinema Editors award: in 2003 for Joe and Max, for best-edited motion picture for non-commercial television, and he won the award in 2008 for the pilot of Chuck, for best-edited one-hour series for commercial television.

#NYFA #The2020Series #NormanBuckley
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-02-02 16:28:50+00:00,PT42M47S,194,3,0,https://www.youtube.com/watch?v=4e0puMT6kpI,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2567,1045,1.55,0.19,1.55
bosrs2pdHGc,The 20/20 Series with Sheryl J. Anderson,"In November 2022, we welcomed Showrunner Sheryl J. Anderson as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Sheryl J. Anderson is the showrunner of Sweet Magnolias, a romantic drama for Netflix that just wrapped production on Season Two; she also has a variety of projects in development. She began her writing journey as a playwriting major at The College of William & Mary. Lured to Los Angeles by the intrigue of television and the promise of 300 sunny days a year, she worked as a television studio executive, screenwriter, and half-hour episodic writer (Parker Lewis Can’t Lose, Dave’s World). She then moved to writing and producing hour-long series, working on a wide range of shows (Charmed, Flash Gordon, When Calls the Heart). She has sold pilots to Disney, SyFy, NBC, and Lifetime, and written movies for Hallmark, UPtv, and Lifetime. Sheryl also teaches and mentors through a variety of universities and organizations.

#NYFA #The2020Series #SherylJAnderson
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-02-01 18:13:58+00:00,PT34M58S,156,3,0,https://www.youtube.com/watch?v=bosrs2pdHGc,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2098,1046,1.92,0.15,1.92
GDlTXjRZhJ4,The 20/20 Series with Geary McLeod,"In November 2022, we welcomed Episodic Director Geary McLeod as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Geary McLeod is a Cinematographer and member of the Director’s Guild of America (DGA), the International Alliance of Theatrical Stage Employees (IATSE), and the American Society of Cinematographers (CSA). McLeod spent two years as a 2nd AC, eleven years as a 1st AC, and seven years as a Camera Operator. 
McLeod worked with feature directors including Spike Lee, Brian De Palma, Richard Donner, and Penny Marshall. Throughout his career, he worked with cinematographers including Stephen Goldblatt, Ernest Dickerson, Vilmos Zsigmond, John Lindley, and Elliot Davis. After five jobs with director Spike Lee as First AC and Camera Operator on the feature films Malcolm X, Crooklyn, Clockers, He Got Game, and Get on the Bus, McLeod transitioned to episodic television.
The Cinematographer earned his first union job as a DP in 2000. In 2008, the producers of the CBS TV show, The Mentalist, offered McLeod the opportunity to direct. By the time the show wrapped, he directed enough episodes to move into directing full-time.
McLeod is a graduate of the University of Massachusetts in Boston with a major in English. 

#NYFA #The2020Series #GearyMcLeod
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-31 18:29:46+00:00,PT37M59S,281,10,2,https://www.youtube.com/watch?v=GDlTXjRZhJ4,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2279,1047,4.27,0.27,3.56
v7S6UWKUEWo,The 20/20 Series with Carolina Groppa,"In June 2022, we welcomed Emmy-nominated Producer Carolina Groppa as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Carolina Groppa is an Emmy-nominated Producer based in Los Angeles. She produced the 2017 Emmy-nominated feature documentary Autism in Love, which explores how adults with autism find and navigate romantic relationships. It premiered internationally to rave reviews at the 2015 Tribeca Film Festival and aired on the PBS Independent Lens series.
Autism in Love was the recipient of the Fifth Annual Peek Award for Disability in Film by the Utah Film Center, which pays tribute to artists who positively impact society’s perception of people with disabilities.
Groppa was co-producer to Miss Virginia, starring Uzo Aduba and was Production Supervisor to the Netflix original film Girlfriend’s Day starring Bob Odenkirk, and Happy Anniversary starring Ben Schwartz and Nöel Wells.
In 2016, she had the pleasure of co-producing The Female Brain, Whitney Cummings' directorial debut and produced Curated, a short film for Refinery 29's Shatterbox Anthology Series, directed by Gillian Jacobs which premiered at TIFF in 2018.
She was the physical producer (UPM) on Sylvie’s Love, available for streaming on Amazon. Written and directed by Eugene Ashe, this ode to classic melodramas stars Tessa Thompson and Nnamdi Asomugha. An official selection of Sundance 2020, the film received raved reviews by The New York Times and The LA Times.
Groppa produced the feature documentary Hysterical for FX, directed by Andrea Nevins (Tiny Shoulders: Rethinking Barbie), and premiered internationally at SXSW 2021. The film is an honest and hilarious backstage pass into the lives of some of stand-up comedy’s most boundary-breaking women, exploring the hard-fought journey to become the voices of their generation and their gender. She is an executive producer to Honk for Jesus. Save Your Soul, and is an executive in charge of production at Issa Rae’s ColorCreative Management and Hoorae Media.

#NYFA #The2020Series #CarolinaGroppa

The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-30 18:02:57+00:00,PT37M54S,220,2,0,https://www.youtube.com/watch?v=v7S6UWKUEWo,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2274,1048,0.91,0.21,0.91
DcLUWc8Zd2Q,The 20/20 Series with Matt Harry,"In April 2022, we welcomed Novelist and Screenplay Writer Matt Harry as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Matt Harry has been telling stories since he was 10 years old. He spent his early years writing newspaper articles for the Cleveland Plain Dealer, one-act plays, and some very serious short stories. He studied playwriting under Wendy MacLeod at Kenyon College before transferring to Ohio University, where he discovered filmmaking. He graduated cum laude with a BS in Television Production. He moved to Los Angeles to attend the University of Southern California’s School of Cinematic Arts and received an MFA in Film Production. Since graduating from USC, Matt has worked as a reality TV editor, director, and producer on The Bachelor, Design on a Dime, Seriously Funny Kids, and Rock the Reception.
As a writer, Matt’s screenplays have been recognized by the Austin Film Festival, the NYTVF Comedy Script Contest, Script Pipeline, the Launchpad Manuscript Contest, the Stowe Story Labs, the Screencraft Fellowships, and the Nicholl Fellowships. His first produced feature screenplay, Fugue, landed on several top-ten lists, won Best Horror Film at the Mississippi Film Festival, and was picked up for distribution by GoDigital. Matt has written also screenplays for Primary Wave, Platform One Media, Co-op Entertainment, and Flynn Picture Co. His short film Super Kids, which he wrote and co-directed, has over 6 million views on YouTube. His TV pilot Monster Cops was awarded Grand Prize in the Second City Original Sitcom Contest and is currently in development.
His debut novel ‘Sorcery for Beginners’ was described as “J.K. Rowling meets V.E. Schwab,” and Publishers Weekly declared it “a charming package and drily funny adventure.” It was recently optioned for television by Boatrocker Media and Matt was hired to adapt the pilot. Book II in the series, ‘Cryptozoology for Beginners,’ was published in 2019. His middle-grade adventure novel ‘Superkid’ was published in June 2021. The interactive novel ‘You Are a Filmmaker’ publishes in 2022.
Matt also wrote, produced, and directed the immersive romantic comedy Somebody to Love, which played to a sold-out run in a site-specific Los Angeles neighborhood in the summer of 2019. No Proscenium called the production ""endearing, playful, and a bold new take on a genre,"" while Haunting agreed it was a ""delightful romp.""
#NYFA #The2020Series #MattHarry
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-26 17:31:09+00:00,PT43M45S,179,9,0,https://www.youtube.com/watch?v=DcLUWc8Zd2Q,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2625,1052,5.03,0.17,5.03
l6BUDCNAbvo,The 20/20 Series with Holle Singer,"In July 2022, we welcomed Feature Film and Commercial Editor Holle Singer as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Holle Singer is a Brooklyn-born editor. Her most recent film, Tim Sutton’s Taurus starring Machine Gun Kelly, premiered at the 2022 Berlin International Film Festival. She also cut the feature film Aviva, directed by Boaz Yakin which premiered at the 2020 SXSW Film Festival.
Singer’s career was built from cutting music videos, commercials, and short films. Her music videos include Miley Cyrus’ “Wrecking Ball” (2014 MTV VMA Video of the Year), Justin Timberlake’s “What Goes Around” (Best Editing nominee 2007 MTV VMAs) and The White Stripes’ “Blue Orchid” (Best Editing nominee 2006 MVPAs). Her short films include Postmortem Bliss with Director Floria Sismondi, The Big Break directed by Philp Andelman, and Bugcrush directed by Carter Smith (2006 Sundance short film winner).
She edited the documentaries House of Z (Tribeca Film Festival 2017) about fashion designer Zac Posen, and Look At What The Light Did Now (2012 Juno Award Winner) about the making of Feist’s seminal album “The Reminder.”

#NYFA #The2020Series #HolleSinger
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-24 16:43:18+00:00,PT40M19S,165,5,0,https://www.youtube.com/watch?v=l6BUDCNAbvo,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2419,1054,3.03,0.16,3.03
k0GMli-YaRA,NYFA Australia (Stop Motion),"Learn film and acting at the New York Film Academy's Gold Coast, Australia!

https://www.nyfa.edu.au",2023-01-21 00:10:53+00:00,PT31S,704,25,0,https://www.youtube.com/watch?v=k0GMli-YaRA,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,31,1057,3.55,0.67,3.55
bcYAsDUCLC4,NYFA Photo Guest Speaker Series: Pauline Vermare,"New York Film Academy  welcomed Pauline Vermare, photography historian, curator, and writer based in NYC for a special guest lecture and Q&A  as part of NYFA’s Photography Guest Speaker Series. NYFA Photography Chair David Mager along with Photographer and NYFA Senior Faculty Member Nancy Burson, curated and moderated the event.

Pauline Vermare was formerly the cultural director of Magnum Photos in New York, and a curator at both ICP and MoMA. From 2002 to 2009 she worked at the Henri Cartier-Bresson Foundation in Paris. Pauline grew up in France and Japan. She studied Japanese at the Institut National des Langues et Civilisations Orientales (Paris). In 2017, she curated the “All About Saul Leiter” exhibition at the Bunkamura Museum in Tokyo.  This presentation forms the basis of her upcoming book on Japanese women photographers that she is currently editing with Lesley Martin at Aperture, and is scheduled to be published in 2024. Pauline just became a Ph.D. as well as a Chevalier de l’Ordre des Arts et des Lettres, an honor granted by the French Ministry of Culture. She sits on the boards of the Saul Leiter Foundation in New York, and the Catherine Leroy Fund in Paris.

#NYFA #PaulineVermare #photography 

Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu

Subscribe: https://bit.ly/3cMf6Zf",2023-01-20 14:33:39+00:00,PT59M53S,299,3,0,https://www.youtube.com/watch?v=bcYAsDUCLC4,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3593,1058,1.0,0.28,1.0
1ba3tnjoI_Q,The 20/20 Series with Nick Job,"In July 2022, we welcomed Actor and Writer Nick Job as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.
Nick Job is a creative thought leader, actor, writer, and screenwriting coach. As an actor, his credits include David Fincher’s Mank, Yellowstone, Billions, Blindspot, and many others. As a writer, he is working on a TV project in development within the streaming space alongside a sought-after showrunner. 
As a coach and consultant, his company Page One has helped countless clients write pitches and scripts for TV. His clients have gone on to sell at major studios like Netflix and Universal Studios. His approach to screenwriting focuses on “making the personal universal,” and his ideas about narrative artists finding their personal “key” inspired many to connect to and share the deepest parts of themselves on screen. 
#NYFA #The2020Series #NickJob
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-19 16:29:44+00:00,PT38M57S,137,7,0,https://www.youtube.com/watch?v=1ba3tnjoI_Q,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2337,1059,5.11,0.13,5.11
TatRu6HPtpg,The 20/20 Series with Dr. Valerie Weiss,"In December 2022, we welcomed Award-winning Filmmaker and Scientist Dr. Valerie Weiss as part of The 20/20 Series, created by NYFA’s Creative Director of Filmmaking and Cinematography, Liz Hinlein.

Dr. Valerie Weiss has infused her signature blend of elevated and emotional storytelling into her four feature films and dozens of television episodes. Her work has been called ""daringly light"" for the way it embraces controversial topics in enchanting ways and spans the genres of action, thriller, drama, science-fiction and comedy. Valerie’s recently released feature film, Mixtape, which she directed for Netflix from a Blacklist-winning script, has scored a coveted 100% on Rotten Tomatoes and ranks as one of the best family films of 2021 according to The Washington Post and Common Sense Media.

Valerie’s recent television work includes directing the finale of the upcoming limited series Echoes (Netflix) for showrunners Brian Yorkey and Quinton Peeples which reached #1 Worldwide on the streamer for more than 10 days, two episodes of Fox’s new Country Music Drama, Monarch, starring Susan Sarandon, and episode of Star Trek: Strange New Worlds, and multiple episodes across all seasons of Netflix’s global megahit Outer Banks. Additionally, she directed multiple episodes for several of television's biggest producers including Shonda Rhimes, Dick Wolf, Greg Berlanti and Marc Cherry.

Valerie's third feature, The Archer, is a feminist coming-of-age action film best described as Thelma and Louise meets First Blood and premiered at the 2017 SXSW Film Festival. Her other films have played at a multitude of film festivals and won various awards including the Audience Award at the Mill Valley Film Festival and Best Director at the Whistler Film Festival.
A proud member of the DGA, Valerie was recently elected Director Category Representative of the DGA's Women's Steering Committee and appointed to the DGA's new Eco-Committee by President Lesli Linka Glatter. In 2018, Valerie won the top honors in the Fox Filmmaking Lab for her pitch of a female-centric sequel in the Maze Runner franchise called True Maze. She participated in the WeForShe DirectHer Program, and the inaugural DGA Director Development Initiative. Valerie is on the Board of Advisors for the Paperless App Scriptation for which she recently won an Engineering Emmy. She is an alum of the AFI Directing Workshop for Women (DWW) Program and holds a Ph.D. in biophysics and a Masters in Medical Sciences from Harvard Medical School.
 
#NYFA #The2020Series #DrValerieWeiss
 
The 20/20 Series is a pop-up event that takes us into the homes, hubs, and workspaces of an array of dynamic creative visionaries to allow for relaxed, engaging conversations on craft, creation, and artistic vision. Each conversation with a creative visionary features 20 minutes of discussion with a moderator and a 20-minute Q&A from YOU, the audience.
 
 
Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu",2023-01-17 20:19:15+00:00,PT35M6S,188,7,2,https://www.youtube.com/watch?v=TatRu6HPtpg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2106,1061,4.79,0.18,3.72
Ef9q2h2MBv0,NYFA's Q&A-List with Tova Laiter: Kevin Nealon,"New York Film Academy had the honor of hosting a live video Q&A with Former SNL Cast Member & Comedian Kevin Nealon. Tova Laiter, Director of the NYFA Q&A-List Series, moderated the event along with NYFA LA Faculty member Eric Conner. Together, they chatted with Nealon about his role on SNL and career in film.

Kevin Nealon is an Emmy and SAG-nominated actor and comedian who sets himself apart from other comedic performers with his unique sense of humor, dry wit, and likable demeanor. 

Nealon is best known for his nine-year stint as a cast member of NBC’s Saturday Night Live, and received critical acclaim for his role in the hit Showtime series Weeds. Kevin currently produces and hosts his digital series Hiking with Kevin, and tours his stand-up globally. He will be releasing his latest book “I Exaggerate: My Brushes with Fame” on October 25th, 2022, published by Abrams Books. Part art book, part memoir -- the book is full of original full-color caricatures Kevin has created along with funny, endearing personal essays about his famous friends. 

Nealon has found great comedic success in his extensive film career. In Anger Management, he played opposite Jack Nicholson and fellow SNL comedian Adam Sandler. He and Sandler teamed up in Eight Crazy Nights, The Wedding Singer, Happy Gilmore, Just Go With It, Blended, and You Don’t Mess with the Zohan, the latter of which grossed over $200 million worldwide. 

As one of the longest-running cast members on NBC’s Saturday Night Live (1986-1995), Nealon created some of the show’s most memorable characters including ‘The Subliminal Man’ and ‘Hans and Franz.’ Nealon’s recurring role as an anchor on ‘Weekend Update’ helped make the sketch a show staple. In 1988, he earned an Emmy nomination as part of the SNL writing team. 

 #NYFA #KevinNealon #SNL  

Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu

Subscribe: https://bit.ly/3cMf6Zf",2023-01-13 20:25:31+00:00,PT1H4M52S,1212,9,0,https://www.youtube.com/watch?v=Ef9q2h2MBv0,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3892,1065,0.74,1.14,0.74
i8LafDAbR7c,NYFA Photo Guest Speaker Series: Oliver Wasow,"New York Film Academy  welcomed back Oliver Wasow, a fine art photographer currently living and working in Rhinebeck, NY for a special guest lecture and Q&A  as part of NYFA’s Photography Guest Speaker Series. Photographer and NYFA Senior Faculty Member Nancy Burson curated and moderated the event.

Wasow’s photographs are included in a number of private collections and are also represented in various prominent public collections, including The Metropolitan Museum of Art, The Whitney Museum of Art, The Museum of Modern Art in New York City, and The Milwaukee Art Museum. Reviews of his work have been featured in most major art publications, including, among others, Art Forum, ArtNews, and The New York Times.

#NYFA #OliverWasow #photography 

Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu

Subscribe: https://bit.ly/3cMf6Zf",2023-01-12 23:17:29+00:00,PT1H19M21S,136,3,0,https://www.youtube.com/watch?v=i8LafDAbR7c,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,4761,1065,2.21,0.13,2.21
