Review_ID,Movie_Title,Source,Reviewer,Review_Date,Rating,Review_Title,Review_Text,Review_Length,Helpful_Votes_Up,Helpful_Votes_Down,Spoiler_Flag
imdb_the_witch_amdagostino_20160218,The Witch,IMDb,amdagostino,2016-02-18,1,Needless,"Torture to watch for its bleakness. I covered my eyes in an early scene. Too much of it is tied to winter. A story about a witch should be sufficient without being tied so closely to ""winter's coming."" Winter comes annually. Witches mercifully not so much. The young lead actress, Anya Taylor-Joy is terrific. Hopefully a breakout role for her. Actually, all of the young actors are well cast. The 17th century ""yeoman farmer"" English country dialect is often difficult for an American ear to follow. The movie is a kettle on slow boil. Tough watching a kettle boil. I was not sure where they were going with the ending until they actually went there. Unforgettable.",116,10,14,False
imdb_the_witch_mothman662003_20180905,The Witch,IMDb,mothman662003,2018-09-05,8,Horrible,What a waste of time rather watch Howling 2 thru 6,11,2,4,False
imdb_the_witch_nicolespadaccini_20160529,The Witch,IMDb,nicolespadaccini,2016-05-29,1,I would give it a lower rating than 1,"First of all, this movie was terrible. I wish I can get back the hour and 33 minutes of my life I wasted. I have no idea how it got the score/nominations it got. For one you can't understand what the heck they were saying, I had to put on the subtitles. 2, why the heck would you want to do a scene with a baby and having his parts cut off. I mean, what kind of bull is that ?!! 3, is it necessary to have everyone freaking die???! And also the child acting was horrible !!! I don't understand how someone can sit and watch this. It needs to be destroyed and never be spoken about ever again !!! WORST... MOVIE....EVER. I LITERALLY CANT SAY IT ENOUGH !!",130,10,14,False
imdb_the_witch_jmanasia_20160322,The Witch,IMDb,jmanasia,2016-03-22,9,sucks you into another world,"I can see how the everyday horror fan would not like this. But, I completely loved this movie. I like horror, and I also like really good movies. This is an excellent movie that is a horrifying story. This movie does not give you any cheap jumps, is not gory, and is very slow paced. It also doesn't give you anything to laugh at, as a lot of horror movies do with their impossible and unbelievable situations. This in itself is unnerving. And I found it also very difficult to identify with the characters - an extremely puritanical family of 7 - leaving one just an observer of this strange foreign world and getting pulled into it, almost without realizing. If you go into it with expectations, you'll find yourself impatient, looking for cheap thrills, and will end up disappointed - if you go with no expectations, and just sit and watch, you'll find yourself with your eyes and mouth wide open as the film slowly pulls you in and itself apart.",172,2,4,False
imdb_the_witch_rjbrez_20160220,The Witch,IMDb,RJBrez,2016-02-20,8,"Different type of ""horror""","As other reviewers have said, ""The Witch"" is not a movie that scares you with the tired old tricks, or tries to make you jump out of your seat. It did chill me to the bone, however. The setting, the dialogue, the score, a goat named Black Phillip, all worked well together to creep me the hell out. I was a bit disappointed by the ending, or maybe just confused by the choice to end it in that manner. I'd still recommend this movie to anyone looking for an entertaining, different, kind of movie. Great to see some originality these days. Also, Black Phillip, may be the best name of any character (human or animal) ever.",116,2,4,False
imdb_the_witch_lasttimeisaw_20200128,The Witch,IMDb,lasttimeisaw,2020-01-28,8,NULL,"THE WITCH disgorges a deferential awe to the mysticism and regards our human folly with a cold glare ""In the thick of its blame-throwing, hallucination-effecting, sin-confessing chaos, all hell breaks loose with predictable outcomes, sinners must pay for their sins, whether it is pride or wrath, and Thomasin, ever elfin and dainty as a wide-eyed hare, eventually confirms our trepidation when she signs a book with the devil and eventually relishes in a witches' sabbath. Anya Taylor-Joy is a revelation who abandons herself to the rawest emotional states, while the close-knit cast is overall impressive, Ralph Ineson is alternatively sympathetic and antipathetic (when the Electra complex gives way to entrenched oscillation) as the beleaguered breadwinner, a gaunt-looking Kate Dickie stands out from the crowd as a tremendous force of grief, ire and desolation, by the same token, child actor Harvey Scrimshaw might touch on overacting in his final emotive outpouring of demonic possession."" read my full review on my blog: cinema omnivore",162,2,4,False
imdb_the_witch_bobbydonald6_20160218,The Witch,IMDb,bobbydonald6,2016-02-18,1,Not only the worst horror film I've ever seen but probably the worst film I've ever seen.,"Please. Please. If you want to save your money and two hours of your life, don't see this film... I'm a horror enthusiast and this was not horror at all. The first 10 minutes you feel like it has potential and than absolutely nothing happens from then on. The film needs sub titles because you can literally probably understand about 15%-20% of what they are saying. I have no idea who would rate this film as being good. If you're a critic and thought this was a good film you should probably reconsider your profession. Atrocious film that should of been made exclusively for Netflix. Don't waste your money or time on this film you'll regret it!",117,16,27,False
imdb_the_witch_jaysonkenney_20160221,The Witch,IMDb,jaysonkenney,2016-02-21,9,"Wonderful, terribly creepy.","For those who are horror fans know how to truly appreciate a movie for what it's worth,this is everything you have dreamed of. It really gets under you skin and resonates in you mind long after the movie is over. There is so much meaning to it. Each character is unique and the third act is fantastic. Its a slow burning movie but that really isn't a problem at all. It's fantastically atmospheric and meaningful. My only fear is that the general public won't see the brilliance of this film because unfortunately were stuck in an age where people want a quick thrill with hardly any substance at all. This is not that film. Its so much more. Its shame that it's been wasted on the general public of today.",130,2,4,False
imdb_the_witch_pirkng_20160221,The Witch,IMDb,pirkng,2016-02-21,1,Actors did a great job in a mediocre movie. Horror? Not.,"I had seen this movie compared to ""The Shining"" in reviews. Maybe because they both had credits, were in color and were put on film, but that is the only thing they have in common. The Shining is a masterpiece of horror and suspense. This is just a piece of..well, I digress. Other than the three ""cheap scares"", using overblown music and jump out tactics, and the BAD rubber prosthetic makeup, there was no horror. There was little suspense. There was a cheesy plot. There were undefined conflicts. This was a historically accurate (Except for the machine woven knit cap) piece that tried to be something it wasn't. It missed across the board. And BORED is what I was. I do give high marks to the actors, that handled the archaic language nuances and seemed to be in character, but a mediocre script, and a lack of intensity/direction sunk this flick. My wife, a big horror /paranormal movie fan, was disappointed as well. I should have known something was up when links to the ""preview/trailer"" landed on the Director explaining how he tried to be authentic to the time period. The three mildly scary parts were the entire movie in a nutshell, so there was no need to spend $20 to see it. Wait for it on Netfix and go see ""Deadpool"" again.",223,12,19,False
imdb_the_witch_whohasmyaids_20160322,The Witch,IMDb,whohasmyaids,2016-03-22,8,NULL,Amazingly terrifying.Spoilers ahead.,3,2,4,False
imdb_the_witch_mateo_egc_20220421,The Witch,IMDb,Mateo-EGC,2022-04-21,10,Chilling,"Another great horror film from director Robert Eggers. The first half of the film may be slow, but for me it is gripping, the setting, soundtrack and even the costumes seemed creepy. Anya Taylor-Joy really is a great actress, who goes well hand in hand with the director. I loved several scenes that I personally found very scary and refreshing for horror movies, and that are accompanied with excellent performances and dialogues that can leave the viewer tense.",78,2,4,False
imdb_the_witch_michaelberanek275_20181031,The Witch,IMDb,michaelberanek275,2018-10-31,10,Wickedly good stuff,"There are multiple interpretations that have been offered on this opaque masterpiece, but the one I like most is that the piece is an example of a group hysteria that goes really badly wrong, or at least it's too simple to just blame the nymph-like beauty at the heart of the film for being 'a witch all along'. She actually comes across as the most saintly character up until the denouement. In the meticulously crafted dialogue of first-generation American pilgrims one becomes immersed in the wierd mindscape of 17th century Puritans, where there's an unflinching belief in the supernatural - be it heavenly or hellish... Somehow the horror seemed just so much more genuine here than amidst the usual comic stumbling fiends that make up the stock of the tired genre.. Anyway I loved it from start to finish, and felt such a transgressive kick, a liberated feeling becoming involved in a vicarious way with the goings on. One witnesses in subtle symbolism and audacious moments a bit of everything from murder to incest, suppressed greed & vanity, obsession in bucketloads, pubertal lust, love mingled with hate, hopes for salvation meeting fire & brimstone, to name a few. And it was all so much more pointed and realistic in the austere, sprititalised and just plain paranoid setting that the director so painstakingly creates. This is far too clever and too serious to be pidgeon-holed as 'horror'. It's more of a psychological thriller with buckets of blood and bible-talk. And the suggestion online that the whole family were all hallucinating on the ergot from rotten corn is way too delicious an idea to dismiss outright.",274,2,4,False
imdb_the_witch_choueiri101_20160508,The Witch,IMDb,choueiri101,2016-05-08,3,Avoid.,"It had potential. whether it was a case of lack of budget for the film production or just bad directing; the story was good however was lacking any a lot of areas. the scenery chosen was fantastic and acting was good also. the combination of the actors/actress working together was also a good selection. The voice of the father was prime for the film that gave an extra feel for the movie. His voice alone warranted one of my three stars for the film. That's pretty much where the niceties stop. It did not draw the audience in, at least not this viewer. i long for a good suspenseful armchair gripping scary movie which do not come all too often. after completing the movie, well i expected more.",128,5,5,False
imdb_the_witch_fil_nik09_20160415,The Witch,IMDb,fil-nik09,2016-04-15,8,Quite good!,"Well, this is something! It is - as it is labeled - a horror film but also a mystery film. I would add that this is kinda a fairy tale. Are witches in fairy tales?Or only the good princesses and nice things?! Anyway, the film is quite good. I really liked the performances of all characters in the movie. Really convincing and utterly believable! The oldest boy was phenomenal! The oldest girl too, but really, every role was perfectly acted! I really had a feeling I was in the 15th or 16th century. The mood and the tone of the film totally transports you to those dark ages of new puritan America and those religious fanatics... We have the devil in the movie, but I must say that the figure of father was reminiscent of Jesus ( on purpose or not - and maybe it is only my thought - did not read other reviews yet). The film is disturbing at times. The witch is ... well, I am not sure if there is only one witch or there are many in the film ( not counting the last scene) who were after the family. The sounds ( I would not really call it music) was totally dramatic! It fits the mood / color of the film. The last witch dance and those sounds were ... chilly!!! All in all, this is really a great film. Fairy tale horror I would say. Definitely would recommend to anyone!",247,2,4,False
imdb_the_witch_w_l_campbell_20221018,The Witch,IMDb,W_L_Campbell,2022-10-18,1,Childish and Laughable,"As with most modern horror films, the premise of ""The Witch"" is tired, the visuals bleak for ""effect,"" and the writing is terrible. What irked me most was that it began with promise and tapered off into a wandering, laughable tale that rang of cautionary tales told to young children to scare them into behaving, which, according to the disclaimer in the credits, is where the source material was derived. Clearly, however, there is a market for this drivel, as evidenced by the glowing critical reviews here. Another reviewer stated that ""'The Witch' lives...as a horror movie for cinephiles, not for audiences who love the thrill of a good scare."" As a cinephile, I can state with certainty that a true cinephile would do well to steer clear of ""The Witch"" and choose to watch ""Dumb and Dumber"" to cleanse their mental palate and to again appreciate clarity of purpose in film.",152,5,5,False
imdb_the_witch_ben_21694_20160415,The Witch,IMDb,ben-21694,2016-04-15,9,Original and Well Executed Horror Film,"I love horror films. Despite the many I've seen, this is the first of any film I've been compelled to comment upon. Many currently titles seem to focus on a couple of good scenes which you see most of in the trailer. The rest is mostly filler to help the story along which may not receive as much attention. I believe ""The Witch"" to be a rare exceptions. The story, storytelling, acting, and directing alone would have been enough to make a good movie, but the combination of all parts made it incredible. I cannot remember any dull moments in this film. The story, drama, and horror steadily crescendos until the last second. I must admit that the trailer didn't impress me. There are parts of the film which could have been added to make a better trailer, but it would have given away too much (as is the case so often). Overall, I don't think you'll find another recent horror film which executes everything close to the degree of ""The Witch."" Well done! Cannot wait for the next film from Robert Eggers!",183,2,4,False
imdb_the_witch_doubleoscar_20160219,The Witch,IMDb,DoubleOscar,2016-02-19,8,Psychological Horror Meets Family Period Piece.,"The Witch has been receiving a lot of buzz recently from horror fans and Sundance Film Festival attendees. Writer/Director Roboert Eggers even won the Best Director award at the festival. So does it live up to what people are saying? Well yes, but you have to know what you're getting in to. Knowing that this is a smaller indie film from Sundance and that it isn't going to be your run of the mill, make-a- quick- buck horror movie there is a lot of great stuff here. This film combines two things that I am not the biggest fan, period pieces and horror, and, surprisingly, make them work. in his first film, Eggers does a fantastic job and building and sustaining tension. The atmosphere of the film never lets up making for suspense that really gets under the skin in moments where it really counts. Furthermore, the actors were just as equally great as the direction, at first, the older dialect was hard to follow and didn't feel very natural. But after about ten minutes, the language flows better and every thing becomes very believable. Going on with the believability, everything in the landscape and surroundings felt as thought it fit the time period. The film just pulls you into the time period where you fell the struggles as the family does. There was a point where I had to look around the theater to make sure that I was indeed not in Old England. The one thing that might be off-putting to some will be that the story isn't exactly about a witch versus a family. The story focuses much more on the family aspect as we see every family member deal with grief in their own ways as they sink deeper and deeper a psychological trance. There aren't as many straight up ""scares"" as one might hope, but there no doubt be times that make you jump and make you gut wrench. The family struggle is the fuel that drives the story forward and it makes for some great dramatic acting from adult and child actors alike. As for problems, there are a few, but none to detract from the tension and drama that the film builds. The film is very gray and bleak, and at some points, it can be a little overwhelming at times, where you wish the color palette would liven up. To continue, there was a point where I thought the mother character was a little one- note, but I just assumed that it was her way of dealing with grief since she is obviously the one that gets hits the hardest in family problems. The ending can be polarizing to some, I wish there was a even a little more ambiguity, but the way Eggers decided to end is sufficient enough. Lastly, a note must be made about the music and cinematography, both add to the film wonderfully and enthrall the viewer into whatever Eggers wants them to see. Overall, The Witch is a very good horror film, certainly a brilliant start for Robert Eggers and easily a mark or two above the average horror film that is released nowadays. The closest thing I can compare this film to would be The Shining. So, just know what kind of film you are getting in to and you won't leave disappointed. ""Wouldst thou like to live deliciously?""",563,2,4,False
imdb_the_witch_lw_08854_20231226,The Witch,IMDb,LW-08854,2023-12-26,9,The best horror movie in the last 20 years.,"A very smart slow paced horror film. The historical setting was very well done. This is a film you can watch a few times and in each viewing find something new and interesting. The Blu Ray is clean and clear, the film looks very good for a low budget horror. It was shot digitally and has a nice smooth look. The camera work is very assured and the film is well edited and flows naturally. It also features real animals thankfully not CGI ones, practical effects I would say, great lighting when it's needed. In fact it looks as though there's a lot of natural lighting, both in the outdoors, the moonlight, or candle lit interiors which manage to bring a little colour and warmth to some scenes. The cast was very small but all did very well with what they were given. The film doesn't make any of the characters too likeable actually but that helps with some of the realism. The title I would say is a bit misleading, the film has very little to do with the witch, she's in it for about 35 seconds all in all. The script is really good, you have a small cast so get to spend lots of time with them and to know and understand their dynamic as a group. Things which happen later on are nicely foreshadowed earlier such as the oldest daughter cruelly joking about going out at night and dancing naked with the devil which in the end she basically does. Equally the earlier scenes involving the goat hint at the violence to come. The low light and night shots are very well handled, the picture never becomes noisy. Equally there's no awful day for night attempt either, things actually look like they do at night, with just a bit of moonlight for lighting. The story appears to be set in the 17th or early 18th century and the script nicely utilises some old English, the props, costumes, casting all perfectly sell the period, we don't get some annoying modern comedian in one of the roles or a racially diverse cast playing the same family or anything terrible like that. Old the actors do really well in this film with what they are given, the actress playing the mother is probably the best actually, and also the most unlikeable character too. The film focuses heavily on religion, less so on the love and hope aspect of Christianity but in this case on the sins and corruption of mankind. The devil when he does appear wears black, is tall, wears a black hat and appears to have a black moustache. He speaks in a seductive yet strong whisper, he's able to tempt and seduce. It's a very creepy portrayal. The film somehow manages to make everyday animals scary, hares, birds and goats all seem threatening and sinister. The landscape is largely colourless and the family find themselves struck down by grief, hunger, sleep deprivation, this all causes them to start to turn on each other. This family conflict is really more interesting than the witch in the end, though there is some man v nature conflict in there too. The family live a largely humourless, puritanical life, it's little wonder the children are so troubled. The eldest boy is starting to become interested in his elder sisters body. The film avoids any glamour at all, the two parents look especially thin, lean, grubby and weather beaten. This is a film without loud jump scares, it's a million miles from the over the top hysterical loud horror movies like the Conjuring, Insidious or Paranormal Activity. Much more interestingly there's a thread of paranoia running through it, just like many great horror films like Rosemary's baby or the Shining. Some of the religious are also worth diving into. Man's nature is described as corrupt, wicked, selfish and destructive, it's hard to argue with any of that. However the eldest son cannot help but wonder what sins his new born baby brother could have committed? How could he be born a sinner? The poster mirrors the scene we get at the end of the film of the eldest daughter stepping out naked into the woods, seduced by the devil. The presence of the witch in the film is sinister, many misdeeds are attributed to her but it's more the psychological horror and tension which make this film so good.",738,2,4,False
imdb_the_witch_ljdpcb_20200418,The Witch,IMDb,ljdpcb,2020-04-18,3,A Boring Movie,"I love a well made movie, but this one is just stifling boring. Not much else to say.",18,5,5,False
imdb_the_witch_vartiainen_20200711,The Witch,IMDb,Vartiainen,2020-07-11,8,The evil that lives within us all,"The Witch is a movie about a small family that lives in 17th century New England. They're far removed from their nearest community, all alone on their farm. Hard-working, religious and fervent in their world views. So what would happen if they started fearing that the Devil himself had infected one of their own? The film is the feature directional debut of Robert Eggers, who's worked in theater before this one, mainly as a production designer. And that definitely shows. The attention to detail in this film is astonishing. Everything from the location to the set designs to the costumes is about as period accurate as possible. Even the dialogue and the accents utilized by the actors is straight from 1630s Plymouth Colony. The only way to make this more accurate would be to invent a time machine and actually film in the 1600s. As for the horror aspect of the story, it works very well. The film is in no hurry and doesn't rely on cheap jump scares to get you to sit on the edge of your seat. Rather it relies on atmosphere and good character building. Its characters are fearful, frail and flawed. And when the pressure is put on them, they turn on one another. If jump scares are being shanked with a knife, then this film would be the slow agony of a screw press. And when the violence inevitably comes, it's all the more horrifying because you've been waiting for it for so long. Easily one of the best horror films I've seen in years. Also one of the best period films I've seen in years. Heartily recommended.",274,2,4,False
imdb_the_witch_weaver_88063_20231231,The Witch,IMDb,weaver-88063,2023-12-31,3,A horror for critics,"Another review called this ""a horror for cinephiles"" and that struck me for some reason. It made me what to write this. Indeed, I suppose it is a movie for ""cinephiles"" - but I don't see that as praise and it made me really consider the term cinephile. I have seen thousands of movies. I'm part of a movie group that has been running for years and each week we rotate a movie pick and watch it. I have taken film classes in university and learned how to study film like any good ""cinephile"". I like to analyze movies like any good ""cinephile"". I can admire strong direction, unique filmography, and appreciate difficult shots like say a room has a lot of mirrors and there's no visible crew and camera - like any good ""cinephile"". Where apparently myself and other ""cinephiles"" differ is that a true ""cinephile"" must always praise boring period piece movies. I don't know what it is exactly. Unlike other ""cinephiles"" I hold the opinion that the absolute worst thing a movie can be is boring. I have seen Battleship Potemkin with a live orchestra playing, and I've also gone to live screenings of Rocky Horror Picture Show. I know what one the ""cinephile"" will say was an enriching cultural experience - but what one do you think was more fun? Why must that been the only metric films are judged on? Why can't a movie being a good time be an admirable quality? Like every good film student of yore I had to watch my share of the classics and I always felt crazy. La Dolce Vita? I wanted to fall asleep. Jean Luc Godard? I saw it as meandering pretentious art pieces. On the other hand while Neil Breen has made some of the most objectively terrible movies of the last decade I can't deny turning on one of his movies with some friends and just laughing ourselves sick is a night I'm going to remember more than analyzing Yasujiro Ozu's ""The Flavor of Green Tea over Rice"" and trying to reflect on it's representation of pre-war Japanese family structure. So, as it comes to the VVitch - this is most certainly a movie for the critics. A movie for the staunches of cinephiles. A movie for those who hate fun. A movie for those who hate horror. A movie for those who feel authentic period costumes and hard to listen to old timey English are what film is *supposed* to be. The movie is well made, well shot, the language is (as far as I know) authentic and I'm sure there's lots of allegory and imagery you're supposed to love to analyze. Unfortunately it commits what is, to me, the gravest of movie sins. One which all cultural reflection, meaning, symbolism, imagery and Oscar bait period piece themes can't make up for - the only ""horror"" in this movie is in that it's horrifically boring.",491,5,5,False
imdb_the_witch_oberrated_20160420,The Witch,IMDb,Oberrated,2016-04-20,8,Slowly terrifying and disturbing,"To put it simply, Robert Eggers delivers a terrorizing horror in the form of 'The Witch'. Do not go into this film expecting cheesy jump scares and scary apparitions. This one does not do that. Instead, 'The Witch' delivers a slow terror, unnerving, and mentally exhausting horror. The constant questioning of what is happening leaves the audience uneasy and when this film finally starts to pick up, it consistently bludgeons the audience with eerie terror. Some dislikes I did have, however, were that the old English is sometimes hard to follow and it can be found as being slow at some parts but it is all part of the style that Eggers is delivering his haunting moments. This is another Indie win for the creative horror category. I would place it among the ranks of last years creative beast that was 'It Follows'. Check this film out and try to keep your sanity.",153,2,4,False
imdb_the_witch_wondrousmoose_20170828,The Witch,IMDb,WondrousMoose,2017-08-28,9,NULL,"The Witch, director Robert Eggers' debut film, is an atmospherically terrifying tale of manipulation and paranoia. 2016 was a pretty solid year for horror films, with major releases like Don't Breathe and 10 Cloverfield Lane faring well with audiences and critics. While many releases were sequels, prequels, or lazy reboots, there were several that ended up as genuinely scary films. The Witch, an indie gem distributed by A24 (Ex Machina, Swiss Army Man), is one of these, and many people simply haven't heard of it. I'm not going to hide how much I like this movie. It fascinates me. I'm generally not much of a horror fan, but at the end of the day, a good movie is just a good movie. The story takes place in 16th-century New England and follows a Puritan family of seven who have recently been banished from a plantation settlement. Distressed, they set out blindly into the wild, in hopes of building a new home for themselves. When a witch from the nearby forest abducts their youngest, the mother of the family completely snaps, and the rest must try to survive in the untamed wilderness as their relationships and minds deteriorate further. As they grow more paranoid and even accuse the oldest daughter of witchcraft, they threaten to destroy themselves. The pacing of this film has remained its most contentious quality among audiences since its release. The slow and deliberate pacing starkly contrasts the exciting scare-fests that more casual horror fans expect today. Instead, this movie is oppressively tense, refusing to break the mood that it builds at almost any point. What the pacing and atmosphere of this film are able to create is utterly horrifying. The witch herself is introduced to us in just about the most repulsive way possible, and from that point onward, the film essentially builds as an hour-and-a-half nightmare. Without the relief provided by unearned jump scares, the tension from these scenes builds mercilessly and doesn't let up. I also have to be sure to mention the acting in this film. Each member of the family, which serves as most of the cast of the movie, is thoroughly believable, from the parents to the young twins. While children in movies are with rare exceptions painfully hard to watch, both the child and adult actors in The Witch give convincing performances. This is a film featuring many relative unknowns who can remind us that a film doesn't have to be helmed by A-list stars to be effective. In particular, lead actress Anya Taylor-Joy delivered a well-rounded and convincingly emotional performance; I'm excited to see where her career takes her over the next several years. The characters' mutual descent into madness is reminiscent of Stanley Kubrick's 1980 masterpiece The Shining. Visually, they are both exquisitely constructed, though instead of the bright symmetry of the older film, The Witch presents itself visually in a sharp grayness of frank poverty, uncomfortable character closeups, and shrieking nature shots. Honestly, you'll end up afraid of just about everyone and everything in the movie from the paranoia that the visuals help produce and the chilling score of period instruments and melismatic chanting help to fully bring out. There's a terribly vulnerable nakedness to the characters' condition in their small homestead. Protected from the wilderness by a shabby split rail fence, the members of this family appear so cold and fragile. While the titular witch is the villain behind what happens to and between this family, the land around them is so oppressively ambivalent that it become a villain all its own. The film is a surprisingly spiritual film. Christian iconography is common in western horror films, but The Witch is able to meaningfully incorporate otherwise cliché themes and imagery into its narrative. The characters are deeply religious, often praying and quoting scripture, though a good deal of drama and tension derives from how horribly they treat each other in the worst times. By rejecting the joy and forgiveness that is central to the Christian faith, this devout family allows for a very real and present evil to tear them apart. Each of these characters is fast to instruct the others to pray for forgiveness because they refuse to offer it to each other, and in the end, they all suffer horribly. Beyond its strengths as a horror film, The Witch is an undeniable accomplishment of period filmmaking. From the characters' way of life and view of the world to their immediately apparent costumes and speech, most elements of this film are placed and held believably within seventeenth century America. The dialog could have sounded contrived and artificial, and given the inexperience of many of the actors involved, I am impressed by how well it turned out. Director Robert Eggers heavily researched speech, farming, religious attitudes, and more from the time period portrayed in order to authentically transport us there; his efforts paid off. I particularly appreciate his transformation of dialog produced by twentieth century actors into everyday speech of seventeenth century English expats. To my knowledge, the accent that the characters use in the film is accurate to what the English language sounded like at that time. The words used are also largely accurate; Eggers went as far as to incorporate records of actual alleged possessions and bewitchings from around that period in time into scenes in the film. The ease with which these lines fit the rest of the film is a testament to his efforts. It's a shame that because of this movie's pacing and relatively understated scares I can't recommend it to many horror enthusiasts, but that hardly takes away from its artistic quality. The Witch is a testament to what can be accomplished in a film conceived and driven by a passionate and skilled mind. It is proof that there is more to the horror genre today whatever Blumhouse Productions is pumping out this month. Like the best horror films, it exists where fear and helplessness meet and holds you there with it until the screen has gone black.",1007,2,4,False
imdb_the_witch_seige_hound_20160330,The Witch,IMDb,seige-hound,2016-03-30,8,"Not scary, but worth seeing anyway","Horror is inherently a very subjective genre. It is about as subjective as comedy, perhaps even more so. Both comedy and horror are ruled by emotions that vary widely from person to person. For example, most critics hate Adam Sandler comedies (with a few exceptions) but audiences still receive them. Why? Because they find it funny. The same can be said for horror. Paranormal Activity has gone stale for most people, but there are still a lot of people that watch it. Why? Because they think it's scary. There are going to be people that like the new Ghostbusters movie, and people that are going to like the new 'The Ring' reboot that is coming out this year (seriously). The Witch, like 'It Follows' and 'The Babadook' before it, follows a trend of critically acclaimed, slow paced psychological horror movies that perhaps unintentionally market themselves as epic monster pieces that are full of scares. The Witch isn't full of scares. The concepts behind it are scary, but you won't jump in your seat. I didn't at least. The Witch is a mellow piece that builds tension over time. The cinematography is beautiful, the writing is moody and matches the time period, the music is amazing (probably my favourite part) and the young leading actress Anya Taylor-Joy was incredible in her role as Thomasin. I liked it a lot, but it didn't scare me. I won't be having nightmares because of this film, and that is slightly disappointing. If you're able to appreciate this film for its story, watch it, but if you're looking for a movie to scare you out of your skin, this isn't it, unless you're afraid of Christian fundamentalism and/or naked old women.",286,2,4,False
imdb_the_witch_ed321_20181215,The Witch,IMDb,ed321,2018-12-15,3,Was expecting great horror but what a let down.,"I was looking forward to this. At long last a great horror that will keep you on the edge pf your seat...or so I thought. Wrong. The good points: the first 30 minutes was good, the natural lighting was great, the look of the film was authentic and acting excellent. That said the main problem with this is the pace, slow and dull, and I mean SLLLLOOOWWW. Luckily I could fast forward the long boring dull bits otherwise in a cinema I'd have walked out. It's more a pretentious religious docu-drama with a touch of supernatural thrown in rather than a ""horror"". A classic? 10 out of 10? No way!! Would I watch it again? Nope.",116,5,5,False
imdb_the_witch_bot_kao_104_230568_20160312,The Witch,IMDb,bot-kao-104-230568,2016-03-12,8,This is how you make a horror film,"What a film. I generally don't like horror movies because I get annoyed by the standard Hollywood formula. It's refreshing to see something that is disturbingly all kinds of wrong. The Witch is not a jump-out-of-your-seat-in-terror-brown-your-pants horror film but what makes this film especially unnerving is that it feels real and plausible. Indeed, this story is inspired by a series of historical accounts. The story begins with a family in the new frontier of the US in the 1630s getting banished from their township and their attempts to create a new life by the edge of a forest. Nothing else need be said. Just watch and squirm and be prepared to look away. There are some truly unsettling moments. I can tolerate all sorts of weird and freaky stuff with my movie watching habits, but the Witch had me rattled and I've not quite figured out why or how. The entire cast was amazing - the guy from the Office who plays Chris the sleazeball, that creepy Lysa Arryn from Game of Thrones, all four children, led by striking newcomer Anya Taylor-Joy who was impressive as Thomasin, the eldest sibling. The eerie soundtrack and the use of shadows in the cinematography were also very effective. The manner in which this was filmed places the viewers in the midst of the family's struggles making us helpless voyeurs and at times maybe complicit... I'll stop right here. This is exactly how horror films should be done. It is one of the best horror films I've seen in a loooooong time. Very promising feature debut by director Robert Eggers. Here's looking forward to see how he translates Nosferatu as his new project. Really impressive. Go see it.",284,2,4,False
imdb_the_witch_fubber_07819_20210705,The Witch,IMDb,fubber-07819,2021-07-05,3,Don't believe the hype,"Pretentious, affected, over-acted, poorly written. One for pseudo intellectuals who think that setting something in a historical context and scripting a film in mock medieval English elevates twaddle to art.",30,5,5,False
imdb_the_witch_marcoparzivalrocha_20210214,The Witch,IMDb,MarcoParzivalRocha,2021-02-14,8,True fear all around,"New England, 1630: a family, away from society, faces the forces of darkness, black magic and constant fear. A horror film that should be the standard for the genre, not ""1 in 1000"", as it turns out. The atmosphere created since the beginning leads the viewer to question the actions and motives of the characters, the narrative begins with doubts about their past, which forces the viewer to be alert to every detail, in order to try to understand what's going on in this weird family. The main factor is the psychological terror, based on religious fanaticism, typical of that time, and also on paranoia and tension accumulated between people who live inside a bubble, which in this case is not about comfort, but fear. The film takes various bits from various tales of supernatural folklore, and assembles a very interesting set.",142,1,1,False
imdb_the_witch_youngboy_64501_20200523,The Witch,IMDb,youngboy-64501,2020-05-23,10,A faboulous and terryfing story of how religion can become obsession.,The best horror of the last 15 years... Robert Eggers is the new Friedrich Murneau.,15,1,1,False
imdb_the_witch_jothishprabu_20250111,The Witch,IMDb,jothishprabu,2025-01-11,10,NULL,Modern Masterpiece!,2,1,1,False
imdb_the_witch_damianphelps_20210108,The Witch,IMDb,damianphelps,2021-01-08,3,Doesn't Have Enough,"Lets start with the positive. The atmosphere, the realistic village/home setting, the visuals and the audio are all absolutely outstanding. They really are, you can see the amount of effort the crew have gone to to make an authentic world for their film. The negative. The actual movie. God it's so boring. The basics of the story is fine and had the concepts of something interesting to explore (and does somewhat) but a lack of real drama and punch rob the movie of the factors that could have made this a great movie.",93,5,5,False
imdb_the_witch_fkdz_20201220,The Witch,IMDb,FKDZ,2020-12-20,8,NULL,''Thou shall not understand without subtitles'',6,1,1,False
imdb_the_witch_arronj_03629_20160421,The Witch,IMDb,arronj-03629,2016-04-21,1,NULL,This movie sucked massive gorilla donkey d!ck,7,9,13,False
